,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.69,0.65,0.56,0.26,0.19
empyrean.csv,0.67,0.0,0.0,0.0,0.0
mplayer-ce.csv,0.46,0.6,0.67,0.5,0.58
nutz.csv,0.47,0.45,0.72,0.54,0.39
yafdotnet.csv,0.3,0.61,0.58,0.7,0.32
