,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,265.0,0.0,0.0,188.0,87.5,934.5,0.0,97.5,5420.5,95.5,325.0,177.0,98.5,95.5,94.5,236.5,437.5
codeblocks.csv,95.5,99.0,96.5,283.5,186.0,779.5,190.0,97.5,284.5,95.5,547.0,96.5,296.5,99.0,184.0,1628.5,522.0
ctrlr.csv,97.5,0.0,95.5,86.5,59.5,334.0,99.0,456.0,799.0,94.5,88.5,93.5,198.0,97.5,99.0,1300.5,139.0
free-evolution.csv,98.5,99.0,98.5,283.5,98.5,2010.5,865.0,97.5,859.5,95.5,742.0,96.5,197.5,99.0,98.5,428.5,517.0
fulguro.csv,197.5,297.0,96.5,72.5,98.5,1469.5,1048.0,97.5,4550.0,95.5,745.5,94.5,198.0,99.0,99.0,509.0,1139.5
gisgraphy.csv,92.5,0.0,96.5,283.5,91.5,355.0,99.0,97.5,3409.5,94.5,650.5,96.5,395.5,82.5,77.5,1679.0,74.5
ipfire-wall.csv,197.5,99.0,98.5,173.5,98.5,1117.5,1174.5,97.5,2580.0,193.0,218.5,96.5,295.5,99.0,99.0,172.0,1136.5
jruby.csv,197.5,99.0,83.0,45.5,98.5,2001.5,92.5,84.5,1047.5,95.5,77.5,193.0,98.5,98.5,99.0,150.0,155.0
l2j.csv,98.5,198.0,98.5,188.0,96.5,1212.0,621.0,184.0,6962.5,450.5,940.5,94.5,198.0,97.5,99.0,691.0,972.5
ldview.csv,97.5,99.0,92.5,188.0,98.5,1672.5,251.5,97.5,5237.0,193.0,366.0,195.0,198.0,99.0,99.0,595.5,501.0
libmesh.csv,97.5,0.0,96.5,183.0,97.5,1225.0,0.0,403.5,8565.0,189.0,664.5,195.0,198.0,152.0,99.0,1101.5,211.5
red5.csv,196.5,99.0,96.5,283.5,96.5,1492.5,99.0,277.5,1542.5,95.5,363.0,195.0,296.5,99.0,97.5,1628.5,1152.5
t-2.csv,70.5,198.0,96.5,368.0,96.5,1496.5,346.0,643.0,260.5,94.5,363.0,195.0,294.5,97.5,196.5,1243.5,419.5
tencompetence.csv,197.5,99.0,79.5,34.5,89.5,1194.0,692.0,97.5,6958.0,193.0,459.0,87.5,292.5,99.0,99.0,354.0,785.5
vdsf.csv,197.5,198.0,98.5,86.5,98.5,1590.0,99.0,97.5,6765.0,286.5,1226.5,193.0,198.0,99.0,99.0,512.0,1136.5
xbrlapi.csv,98.5,0.0,98.5,188.0,98.5,336.0,239.5,432.0,5359.0,95.5,488.0,93.5,99.0,6.5,99.0,514.0,878.0
xcf.csv,95.5,99.0,98.5,188.0,98.5,1118.5,99.0,97.5,5341.5,193.0,462.5,96.5,394.5,99.0,99.0,1157.0,525.0
