,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.54,0.43,0.4,0.47,0.59
chrysalis.csv,0.5,0.99,0.0,0.88,0.96
mobicents.csv,0.87,0.52,0.6,0.95,0.61
snakeyaml.csv,0.5,0.62,0.95,0.85,0.87
xamj.csv,0.44,0.47,0.62,0.74,0.66
