,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.97,0.59,0.89,0.63,0.52
chrysalis.csv,0.07,0.18,0.0,0.96,0.13
mobicents.csv,0.34,0.98,0.52,0.3,0.55
snakeyaml.csv,0.59,0.44,0.81,0.19,0.4
xamj.csv,0.62,0.6,0.63,0.22,0.97
