,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.63,0.05,0.0,0.7,0.17,0.24,0.51,0.0
apolloplayer.csv,0.4,0.69,0.74,0.44,0.48,0.64,0.48,0.81
k3d.csv,0.16,0.05,0.0,0.45,0.04,0.78,0.28,0.24
redshell.csv,0.24,0.32,0.0,0.31,0.74,0.49,0.48,0.42
rtb-team.csv,0.06,0.46,0.0,0.75,0.19,0.09,0.3,0.64
xreal.csv,0.06,0.2,0.0,0.38,0.26,0.4,0.02,1.0
xstore.csv,0.54,0.54,0.82,0.0,0.34,0.62,0.68,0.0
