,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.61,0.88,0.48,0.62
hibernate.csv,0.79,0.96,0.63,0.51
lamp.csv,0.5,0.65,0.56,0.6
thout.csv,0.79,0.4,1.01,0.89
