,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,3.0,1.0,0.0,6.0
hibernate.csv,1.0,2.0,0.0,4.0
lamp.csv,13.0,2.0,0.0,10.0
thout.csv,11.0,2.0,0.0,33.0
