,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.94,0.12,0.82,0.98,0.79,0.78,0.79,0.7,0.95
ipfilter.csv,0.97,0.87,0.83,0.86,0.68,0.87,0.0,0.56,0.75
mesa3d.csv,0.71,0.67,0.87,0.79,0.86,0.16,0.8,0.77,0.86
nassp.csv,0.66,0.69,0.0,0.94,0.86,0.69,0.89,0.8,0.95
rockbox.csv,0.65,0.59,0.5,0.67,0.68,0.6,0.64,0.78,0.11
soar.csv,0.8,0.91,0.75,0.82,0.1,0.76,0.7,0.68,0.69
super-tux.csv,0.73,1.0,1.0,0.0,0.9,1.0,1.0,0.78,1.0
tencompetence.csv,0.83,0.86,0.95,0.57,0.75,0.79,0.83,0.01,0.75
utgb.csv,0.0,0.67,0.47,0.49,0.85,0.82,1.0,0.86,0.91
