,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.11,0.93,0.2,0.59,0.33,0.24,0.43,0.47,0.17
ipfilter.csv,0.53,0.2,0.29,0.79,0.63,0.32,1.0,0.83,0.53
mesa3d.csv,0.44,0.23,0.16,0.38,0.24,0.89,0.33,0.43,0.22
nassp.csv,0.48,0.34,1.0,0.15,0.58,0.34,0.19,0.35,0.1
rockbox.csv,0.49,0.27,0.43,0.5,0.53,0.36,0.54,0.41,0.92
soar.csv,0.36,0.09,0.27,0.44,0.95,0.26,0.45,0.64,0.41
super-tux.csv,0.59,0.23,0.34,1.0,0.18,0.35,0.83,0.51,0.54
tencompetence.csv,0.42,0.13,0.08,0.6,0.54,0.24,0.3,1.0,0.36
utgb.csv,1.0,0.26,0.48,0.71,0.55,0.37,0.0,0.29,0.15
