,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.15,0.13,0.03,0.02,0.68,0.16,0.16,0.05,0.32,0.47
electric-core.csv,0.42,0.0,0.81,0.55,0.66,0.72,0.43,0.47,0.53,0.88
jahshakafx.csv,0.0,0.08,0.03,0.0,0.3,0.02,0.04,0.05,0.11,0.18
jython.csv,0.76,0.24,0.0,0.59,0.43,0.86,0.35,0.53,0.74,0.59
kftpgrabber.csv,0.42,0.68,0.93,0.23,0.2,0.18,0.16,0.37,0.02,0.12
mvnforum.csv,0.33,0.17,0.05,0.39,0.0,0.07,0.18,0.11,0.06,0.18
openmalaria.csv,0.36,0.6,0.93,0.05,0.7,0.3,0.02,0.89,0.42,0.65
plplot.csv,0.33,0.55,0.99,0.11,0.8,0.0,0.53,0.63,0.42,0.53
popeye-chess.csv,0.57,0.33,0.95,0.0,0.59,0.23,0.31,0.32,0.4,0.41
zxing.csv,0.52,0.39,0.03,0.16,0.64,0.37,0.57,0.63,0.58,0.0
