,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.28,0.49,0.02,0.71,0.48,0.54,0.69,0.86
decidr.csv,0.4,0.74,0.67,0.74,0.0,0.54,0.69,0.66
exist.csv,0.06,0.5,0.08,0.31,0.19,0.01,0.17,0.31
ivatamasks.csv,0.0,0.76,0.56,0.77,0.86,0.48,0.69,0.9
libopenmetaverse.csv,0.83,0.86,0.98,0.0,0.87,0.58,0.86,0.46
mule.csv,0.3,0.0,0.02,0.29,0.36,0.26,0.14,0.32
runuomondains.csv,0.28,0.06,0.15,0.03,0.08,0.24,0.08,0.0
