,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.39,0.57,0.04,0.74,0.52,0.59,0.69,0.9
decidr.csv,0.52,0.8,0.87,0.77,0.0,0.6,1.22,0.67
exist.csv,0.65,0.59,0.9,0.59,0.49,0.01,1.01,0.48
ivatamasks.csv,0.0,0.77,0.67,0.8,0.86,0.57,0.69,0.9
libopenmetaverse.csv,0.83,0.87,1.0,0.0,0.88,0.7,1.32,0.52
mule.csv,0.5,0.0,0.97,0.7,0.64,0.55,1.01,0.49
runuomondains.csv,0.85,0.92,0.93,0.94,0.91,0.91,1.0,0.0
