,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.0,0.0,78.0,7.0,0.0,0.0,0.0
firebird.csv,0.0,0.0,2.0,8.0,0.0,0.0,0.0
kmatplot.csv,1.0,1.0,0.0,41.0,2.0,3.0,0.0
mscore.csv,0.0,0.0,2.0,9.0,0.0,1.0,0.0
openmalaria.csv,5.0,2.0,0.0,38.0,2.0,0.0,0.0
popeye-chess.csv,0.0,0.0,2.0,6.0,0.0,5.0,0.0
riff-evolve.csv,0.0,0.0,1.0,4.0,0.0,0.0,0.0
