,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.59,0.97,0.0,0.6,0.49,0.83,0.97
firebird.csv,0.37,0.44,0.49,0.45,0.53,0.55,0.44
kmatplot.csv,0.47,0.96,0.0,0.48,0.55,0.47,0.49
mscore.csv,0.39,0.38,0.46,0.56,0.41,0.42,0.49
openmalaria.csv,0.44,0.34,0.4,0.49,0.36,0.41,0.35
popeye-chess.csv,0.63,0.55,0.49,0.93,0.42,0.55,0.63
riff-evolve.csv,0.46,0.54,0.45,0.56,0.51,0.67,0.54
