,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.48,0.44,0.44,0.23,0.67
minig.csv,0.49,0.51,0.62,0.23,0.12
ossbuild.csv,0.27,0.63,0.42,0.47,0.33
rezilla.csv,0.64,0.17,0.44,0.14,0.0
webdriver.csv,0.14,0.7,0.47,0.0,0.49
