,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.21,0.46,0.5,0.0,0.7
minig.csv,0.09,0.54,0.7,0.0,0.09
ossbuild.csv,0.25,0.62,0.45,0.8,0.28
rezilla.csv,0.74,0.13,0.38,0.31,0.0
webdriver.csv,0.13,0.72,0.54,0.0,0.54
