,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.41,0.3,0.97,0.15
img-browse-sort.csv,0.48,0.6,0.25,0.85
pcsx2.csv,0.24,0.99,0.4,0.46
xstore.csv,1.0,0.47,0.49,0.92
