,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,3.0,56.0,0.0,56.0,1.0,15.0,3.0,2.0,1.0,0.0
aubit4gl.csv,4.0,0.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,11.0
liferea.csv,1.0,10.0,8.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0
moving-pictures.csv,11.0,0.0,20.0,3.0,0.0,17.0,0.0,0.0,10.0,5.0
opensim4opencog.csv,3.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0
plearn.csv,0.0,5.0,9.0,6.0,2.0,2.0,0.0,0.0,1.0,5.0
psrchive.csv,0.0,56.0,0.0,1.0,1.0,6.0,58.0,0.0,2.0,15.0
re2c.csv,7.0,0.0,3.0,9.0,2.0,13.0,0.0,0.0,1.0,11.0
rebecca-aiml.csv,0.0,0.0,2.0,2.0,2.0,6.0,1.0,0.0,0.0,26.0
xfce.csv,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,6.0
