,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.21,0.08,0.23,0.53,0.67,0.62,0.13,0.4,0.38,0.31
ffigo.csv,0.24,0.33,0.27,0.62,0.46,0.15,0.0,0.83,0.45,0.08
ildjit.csv,0.15,0.0,0.65,0.23,0.36,0.12,0.0,0.36,0.41,0.34
proftp.csv,0.2,0.22,0.17,0.77,0.19,0.09,0.39,0.53,0.47,0.05
skia.csv,0.18,0.06,0.17,0.7,0.37,0.53,0.23,0.22,0.68,0.54
tencompetence.csv,0.0,0.0,0.14,0.05,0.25,0.46,0.18,0.2,0.25,0.83
theresa.csv,0.33,0.13,0.23,0.63,0.54,0.22,0.24,0.52,0.45,0.18
wxjs.csv,0.0,0.0,0.0,0.43,0.0,0.01,0.47,0.0,0.27,0.11
xstore.csv,0.26,0.08,0.21,0.52,0.7,0.49,0.22,0.75,0.49,0.46
