,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.56,0.59,0.52,0.13,0.33,0.47,0.46,0.21,0.44,0.22,0.49,0.42,0.62,0.92,0.61,0.22,0.11,0.34
archive-crawler.csv,0.35,0.05,0.17,0.49,0.38,0.25,0.67,0.45,0.75,0.32,0.28,1.0,0.15,0.47,0.16,0.2,0.17,0.2
customwars.csv,0.29,0.47,0.5,0.26,0.32,0.32,0.31,0.35,0.24,0.32,0.95,0.29,0.29,0.23,0.35,0.33,0.61,0.3
gbif-providertoolkit.csv,0.36,0.17,0.11,0.13,0.32,0.94,0.23,0.21,0.24,0.23,0.28,0.05,0.52,0.12,0.32,0.12,0.06,0.09
gss.csv,0.59,0.69,0.66,0.63,0.59,0.63,0.67,0.59,0.89,0.65,0.69,0.48,0.55,0.35,0.66,0.47,0.54,1.0
heekscad.csv,0.99,0.71,0.57,0.61,0.76,0.6,0.67,0.63,0.65,0.64,0.55,0.75,0.37,0.47,0.66,0.57,0.74,0.65
ikvm.csv,0.33,0.35,1.0,0.36,0.28,0.49,0.31,0.28,0.44,0.4,0.49,0.6,0.29,0.41,0.31,0.36,0.06,0.68
jaxen.csv,0.45,0.17,0.06,0.0,0.16,0.09,0.4,0.07,1.0,0.07,0.21,0.3,0.05,0.28,0.18,0.18,0.0,0.2
jcae.csv,0.36,0.06,0.06,1.0,0.24,0.25,0.2,0.1,0.64,0.17,0.33,0.16,0.05,0.23,0.18,0.05,0.06,0.12
levent.csv,0.64,0.65,0.51,0.68,0.61,0.68,0.66,1.0,0.67,0.5,0.56,0.54,0.62,0.7,0.7,0.48,0.42,0.52
nicepress.csv,0.3,0.5,0.41,0.48,0.3,0.4,0.27,0.4,0.45,1.0,0.0,0.25,0.1,0.17,0.45,0.25,0.11,0.38
pnotepad.csv,0.75,0.74,0.47,0.21,0.7,0.61,0.73,0.59,0.59,0.72,0.54,0.62,0.55,0.43,0.64,0.97,0.3,0.57
qcad2.csv,0.33,0.17,0.53,0.49,0.32,0.25,0.97,0.55,0.58,0.17,0.51,0.5,0.29,0.65,0.52,0.18,0.16,0.37
qedo.csv,0.01,0.0,0.11,0.0,0.05,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.12,0.0,0.0,0.96,0.04
quarkplusplus.csv,0.4,0.47,0.49,0.64,0.49,0.53,0.59,0.19,0.57,0.29,0.62,0.54,0.97,0.52,0.54,0.43,0.47,0.59
sigil.csv,0.4,0.31,0.17,0.49,0.43,0.47,0.67,0.61,0.59,0.52,0.42,0.3,0.55,0.63,0.98,0.53,0.11,0.31
xcsoar.csv,0.74,0.95,0.56,0.67,0.6,0.62,0.57,0.53,0.71,0.56,0.64,0.64,0.42,0.55,0.64,0.63,0.29,0.6
xuggle.csv,0.57,0.59,0.47,0.35,0.86,0.4,0.44,0.49,0.24,0.57,0.59,0.57,0.49,0.65,0.56,0.44,0.43,0.48
