,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.62,0.55,0.49,0.06,0.14,0.32,0.42,0.31,0.15,0.24,0.26,0.33,0.56,0.95,0.65,0.3,0.03,0.4
archive-crawler.csv,0.45,0.07,0.19,0.35,0.27,0.27,0.62,0.54,0.2,0.37,0.17,1.0,0.22,0.5,0.23,0.29,0.09,0.24
customwars.csv,0.35,0.51,0.56,0.18,0.27,0.18,0.32,0.43,0.17,0.33,0.97,0.23,0.34,0.3,0.4,0.44,0.23,0.34
gbif-providertoolkit.csv,0.44,0.24,0.14,0.18,0.23,0.96,0.27,0.3,0.14,0.27,0.2,0.07,0.5,0.17,0.37,0.18,0.04,0.12
gss.csv,0.72,0.64,0.61,0.22,0.22,0.32,0.54,0.67,0.24,0.54,0.34,0.35,0.57,0.43,0.71,0.64,0.14,1.0
heekscad.csv,0.99,0.66,0.54,0.2,0.36,0.3,0.58,0.7,0.14,0.52,0.27,0.56,0.4,0.56,0.71,0.68,0.24,0.69
ikvm.csv,0.38,0.41,1.0,0.14,0.13,0.24,0.31,0.36,0.15,0.38,0.25,0.44,0.33,0.38,0.36,0.47,0.05,0.75
jaxen.csv,0.53,0.25,0.08,0.0,0.2,0.11,0.45,0.12,1.0,0.1,0.21,0.33,0.07,0.38,0.26,0.25,0.0,0.28
jcae.csv,0.46,0.1,0.08,1.0,0.26,0.32,0.26,0.15,0.37,0.22,0.3,0.17,0.08,0.31,0.27,0.08,0.06,0.18
levent.csv,0.7,0.62,0.46,0.31,0.25,0.38,0.53,1.0,0.14,0.41,0.27,0.39,0.61,0.63,0.72,0.59,0.12,0.59
nicepress.csv,0.35,0.55,0.47,0.22,0.2,0.28,0.27,0.5,0.31,1.0,0.0,0.21,0.14,0.19,0.55,0.34,0.07,0.48
pnotepad.csv,0.81,0.69,0.58,0.19,0.26,0.32,0.58,0.67,0.14,0.59,0.26,0.5,0.6,0.49,0.78,0.98,0.07,0.62
qcad2.csv,0.39,0.24,0.52,0.32,0.25,0.22,0.97,0.63,0.12,0.21,0.34,0.39,0.35,0.67,0.57,0.25,0.03,0.44
qedo.csv,0.02,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.17,0.0,0.0,0.98,0.06
quarkplusplus.csv,0.48,0.51,0.45,0.22,0.23,0.33,0.5,0.28,0.12,0.26,0.4,0.39,0.98,0.47,0.61,0.54,0.15,0.64
sigil.csv,0.49,0.34,0.18,0.35,0.26,0.33,0.57,0.68,0.14,0.44,0.19,0.3,0.52,0.6,0.99,0.64,0.06,0.39
xcsoar.csv,0.78,0.95,0.52,0.23,0.3,0.35,0.49,0.62,0.16,0.51,0.3,0.49,0.44,0.5,0.69,0.73,0.07,0.65
xuggle.csv,0.62,0.54,0.42,0.11,0.87,0.26,0.36,0.56,0.17,0.48,0.3,0.41,0.52,0.58,0.62,0.7,0.15,0.54
