,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.52,0.64,0.5,0.11,0.3,0.43,0.42,0.18,0.4,0.19,0.47,0.39,0.67,0.9,0.6,0.19,0.09,0.3
archive-crawler.csv,0.3,0.04,0.14,0.44,0.33,0.21,0.65,0.41,0.8,0.28,0.24,1.0,0.12,0.43,0.13,0.17,0.14,0.17
customwars.csv,0.25,0.43,0.45,0.22,0.28,0.29,0.27,0.31,0.2,0.28,0.94,0.26,0.25,0.19,0.31,0.29,0.59,0.27
gbif-providertoolkit.csv,0.31,0.14,0.09,0.11,0.28,0.93,0.19,0.18,0.2,0.19,0.24,0.04,0.5,0.1,0.29,0.1,0.05,0.07
gss.csv,0.82,0.73,0.68,0.89,0.61,0.71,0.71,0.63,1.0,0.67,0.76,0.52,0.79,0.62,0.77,0.54,0.59,1.0
heekscad.csv,0.99,0.77,0.73,0.78,0.78,0.71,0.67,0.63,1.0,0.67,0.82,0.91,0.33,0.86,0.65,0.54,0.82,0.7
ikvm.csv,0.31,0.3,1.0,0.33,0.24,0.5,0.27,0.24,0.4,0.36,0.47,0.65,0.25,0.38,0.27,0.33,0.05,0.83
jaxen.csv,0.4,0.14,0.05,0.0,0.13,0.07,0.35,0.06,1.0,0.06,0.18,0.26,0.04,0.24,0.15,0.15,0.0,0.17
jcae.csv,0.31,0.05,0.05,1.0,0.2,0.21,0.17,0.08,0.6,0.14,0.29,0.13,0.04,0.19,0.15,0.04,0.05,0.1
levent.csv,0.62,0.66,0.55,0.67,0.61,0.71,0.73,1.0,0.8,0.58,0.82,0.57,0.83,0.86,0.75,0.46,0.41,0.6
nicepress.csv,0.26,0.45,0.36,0.44,0.26,0.36,0.23,0.35,0.4,1.0,0.0,0.22,0.08,0.14,0.4,0.21,0.09,0.33
pnotepad.csv,0.92,0.91,0.86,1.0,0.85,0.86,0.85,0.61,1.0,0.89,0.76,0.91,0.88,0.71,0.96,0.96,0.36,0.63
qcad2.csv,0.29,0.14,0.5,0.44,0.28,0.21,0.96,0.57,0.6,0.14,0.47,0.48,0.25,0.62,0.5,0.15,0.14,0.33
qedo.csv,0.01,0.0,0.09,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.1,0.0,0.0,0.95,0.03
quarkplusplus.csv,0.36,0.43,0.5,0.78,0.46,0.5,0.58,0.16,0.6,0.25,0.59,0.57,0.96,0.52,0.5,0.4,0.45,0.57
sigil.csv,0.35,0.27,0.14,0.44,0.39,0.43,0.67,0.59,0.6,0.5,0.41,0.26,0.54,0.62,0.98,0.5,0.09,0.27
xcsoar.csv,0.75,0.95,0.55,0.78,0.57,0.64,0.56,0.49,0.8,0.53,0.76,0.87,0.38,0.57,0.62,0.6,0.27,0.57
xuggle.csv,0.55,0.61,0.5,0.33,0.83,0.36,0.42,0.49,0.2,0.58,0.59,0.61,0.71,0.67,0.52,0.62,0.82,0.53
