,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.78,0.49,0.48,0.04,0.09,0.25,0.43,0.9,0.09,0.32,0.18,0.28,0.48,1.0,0.72,0.75,0.02,0.6
archive-crawler.csv,0.88,0.67,0.3,0.29,0.23,0.38,0.6,0.8,0.11,0.56,0.13,1.0,1.0,0.6,0.88,1.0,0.07,0.45
customwars.csv,0.58,0.62,0.71,0.15,0.25,0.13,0.38,0.71,0.14,0.4,1.0,0.2,0.55,0.67,0.55,0.88,0.15,0.47
gbif-providertoolkit.csv,0.77,0.67,0.33,0.5,0.19,1.0,0.47,0.82,0.11,0.44,0.17,0.2,0.5,0.67,0.52,0.71,0.04,1.0
gss.csv,0.65,0.56,0.56,0.12,0.13,0.21,0.44,0.72,0.14,0.45,0.22,0.26,0.44,0.33,0.66,0.79,0.08,1.0
heekscad.csv,0.99,0.57,0.43,0.11,0.23,0.19,0.51,0.79,0.08,0.43,0.16,0.4,0.5,0.42,0.77,0.9,0.14,0.68
ikvm.csv,0.5,0.65,1.0,0.09,0.09,0.16,0.35,0.71,0.1,0.41,0.17,0.33,0.5,0.38,0.54,0.8,0.05,0.68
jaxen.csv,0.79,0.89,0.5,0.0,0.43,0.25,0.63,1.0,1.0,0.67,0.27,0.46,0.33,1.0,0.8,1.0,0.0,0.83
jcae.csv,0.89,1.0,0.33,1.0,0.39,0.6,0.62,1.0,0.27,0.56,0.31,0.23,0.5,0.8,1.0,1.0,0.07,1.0
levent.csv,0.8,0.58,0.4,0.2,0.16,0.26,0.42,1.0,0.08,0.31,0.16,0.3,0.48,0.5,0.7,0.85,0.07,0.58
nicepress.csv,0.56,0.71,0.67,0.14,0.16,0.23,0.33,0.89,0.25,1.0,0.0,0.21,0.5,0.3,0.84,0.91,0.06,0.83
pnotepad.csv,0.72,0.55,0.43,0.11,0.15,0.2,0.44,0.73,0.07,0.44,0.15,0.34,0.46,0.38,0.65,1.0,0.04,0.61
qcad2.csv,0.63,0.8,0.55,0.25,0.22,0.23,0.98,0.7,0.07,0.42,0.27,0.33,0.6,0.72,0.67,0.88,0.02,0.67
qedo.csv,0.33,0.0,0.5,0.0,0.11,0.0,0.0,0.0,0.0,0.33,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.5
quarkplusplus.csv,0.7,0.63,0.41,0.12,0.15,0.24,0.44,0.89,0.07,0.28,0.3,0.3,1.0,0.42,0.79,0.83,0.09,0.74
sigil.csv,0.82,0.48,0.27,0.29,0.2,0.27,0.5,0.81,0.08,0.4,0.12,0.35,0.5,0.59,1.0,0.89,0.05,0.73
xcsoar.csv,0.82,0.96,0.5,0.13,0.21,0.24,0.44,0.86,0.09,0.49,0.18,0.34,0.53,0.44,0.78,0.94,0.04,0.77
xuggle.csv,0.72,0.49,0.37,0.07,0.93,0.21,0.32,0.67,0.14,0.4,0.2,0.31,0.4,0.52,0.77,0.79,0.08,0.55
