,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.98,0.44,0.55,0.31,0.23
lcfizvtop.csv,0.59,0.49,0.32,0.24,0.95
migen.csv,0.46,0.97,0.31,0.47,0.25
mvnforum.csv,0.33,0.35,0.94,0.26,0.14
plplot.csv,0.66,0.58,0.44,0.95,0.29
