,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.99,0.47,0.74,0.32,0.31
lcfizvtop.csv,0.42,0.5,0.37,0.23,0.93
migen.csv,0.48,0.97,0.32,0.55,0.4
mvnforum.csv,0.32,0.33,0.91,0.33,0.11
plplot.csv,0.51,0.63,0.6,0.92,0.4
