,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.04,0.51,0.55,0.89,0.9
lcfizvtop.csv,0.86,0.35,0.3,0.14,0.0
migen.csv,0.57,0.02,0.2,0.26,0.35
mvnforum.csv,0.39,0.3,0.0,0.33,0.04
plplot.csv,0.82,0.51,0.64,0.0,0.27
