,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.04,0.74,0.56,0.97,0.97
lcfizvtop.csv,0.87,0.63,0.73,0.82,0.09
migen.csv,0.76,0.04,0.75,0.54,0.73
mvnforum.csv,0.81,0.77,0.11,0.79,0.91
plplot.csv,0.82,0.61,0.69,0.1,0.69
