,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.95,0.96,0.0,0.87
google-caja.csv,0.25,0.0,0.33,0.37
itext.csv,0.34,0.11,0.33,0.0
plee-the-bear.csv,0.0,0.33,0.56,0.63
