,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.73,1.0,0.53
google-caja.csv,0.11,1.0,0.86,0.69
itext.csv,0.12,0.94,0.91,1.0
plee-the-bear.csv,1.0,0.61,0.81,0.34
