,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.95,0.97,0.02,0.88
google-caja.csv,0.57,0.0,0.78,0.47
itext.csv,0.44,0.41,0.6,0.06
plee-the-bear.csv,0.24,0.89,0.85,0.95
