,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.42,0.35,0.44,0.47
google-caja.csv,0.69,0.35,0.57,0.37
itext.csv,0.59,0.4,0.32,0.47
plee-the-bear.csv,0.96,0.96,0.63,0.86
