,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.97,0.92,0.98,0.85
google-caja.csv,0.48,1.0,0.29,0.71
itext.csv,0.73,0.6,0.5,0.94
plee-the-bear.csv,0.76,0.18,0.35,0.29
