,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.72,0.94,0.84,0.79,0.55,0.94,0.76,0.63,0.26,0.71,0.97,0.63,0.86,0.85,0.71
fluidium.csv,0.96,0.97,1.0,0.81,1.0,0.66,1.0,0.96,1.0,1.0,1.0,1.0,0.91,0.56,0.97
guineu.csv,0.44,0.96,0.95,0.87,0.87,0.76,0.75,0.8,0.85,0.91,0.65,1.02,0.71,1.0,0.7
inkscape.csv,0.67,0.69,1.0,0.96,0.91,0.68,0.41,0.88,0.84,0.64,0.86,1.0,0.84,0.97,0.94
mpqc.csv,0.83,0.95,1.0,1.0,0.9,0.51,0.91,0.82,1.07,0.84,0.6,0.88,0.97,0.84,0.97
nsis.csv,0.77,0.93,0.48,0.82,0.93,0.58,0.93,0.94,0.73,0.74,0.33,0.55,0.75,0.9,0.81
octave.csv,0.75,0.72,0.95,0.92,0.51,0.82,0.75,0.82,0.98,0.83,0.91,0.69,0.94,0.74,0.78
owfs.csv,0.9,0.88,1.0,0.55,0.71,0.92,0.82,0.88,0.96,0.89,0.78,0.52,0.72,0.88,0.76
owlib.csv,0.66,0.44,0.49,0.79,0.65,0.83,0.61,0.58,0.5,0.64,0.7,0.7,0.45,0.57,0.85
pamguard.csv,0.84,0.72,0.74,0.61,0.56,0.68,0.73,0.69,0.53,0.79,0.81,0.68,0.67,0.95,0.52
prelude.csv,0.91,0.96,0.19,0.88,0.89,0.89,0.75,0.93,0.75,0.78,1.06,0.52,0.91,0.64,0.91
robocode.csv,0.63,0.65,1.0,0.59,0.52,0.81,0.52,0.39,0.44,0.55,0.81,0.68,0.75,0.61,0.78
uwom-server.csv,0.87,0.83,1.0,0.76,0.55,0.9,0.58,0.78,0.54,0.5,0.79,0.53,0.92,0.68,0.77
zengine.csv,1.0,0.99,0.65,0.98,0.91,0.93,1.0,1.0,0.93,0.92,1.0,0.18,0.91,0.9,1.0
zildo.csv,0.52,0.73,0.41,0.78,0.61,0.81,0.62,0.66,0.48,0.68,0.89,0.48,0.39,0.77,0.73
