,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.81,0.92,0.17,0.82,0.55,0.95,0.91,0.83,0.85,0.5,0.34,0.53,0.98,0.81,0.69
fluidium.csv,0.04,0.03,0.0,0.27,0.0,0.4,0.0,0.04,0.0,0.0,0.0,0.0,0.09,0.67,0.03
guineu.csv,0.73,0.69,0.74,0.64,0.68,0.85,0.7,0.83,0.38,0.48,0.7,0.82,0.39,1.0,0.42
inkscape.csv,0.65,0.84,1.0,1.0,0.09,0.35,0.7,0.61,0.77,0.68,0.19,0.97,0.8,0.9,0.98
mpqc.csv,0.23,0.05,0.0,0.0,0.23,0.55,0.12,0.35,0.08,0.21,0.58,0.42,0.14,0.57,0.03
nsis.csv,0.73,0.61,0.69,0.27,0.5,0.6,0.7,0.39,0.69,0.66,0.67,0.76,0.64,0.24,0.71
octave.csv,0.35,0.4,0.05,0.09,0.55,0.2,0.26,0.35,0.08,0.23,0.2,0.32,0.09,0.38,0.22
owfs.csv,0.92,0.85,1.0,0.55,0.82,0.35,0.88,0.78,1.0,0.98,0.67,0.68,0.84,0.62,0.92
owlib.csv,0.77,0.71,0.55,1.0,0.68,0.4,0.65,0.61,0.62,0.64,0.59,0.34,0.7,0.52,0.15
pamguard.csv,0.23,0.37,0.88,0.55,0.5,0.4,0.37,0.61,0.54,0.25,0.19,0.66,0.73,0.05,0.69
prelude.csv,0.96,0.99,0.83,1.0,1.0,0.7,0.98,0.91,0.85,0.96,0.64,0.87,0.93,0.67,0.93
robocode.csv,0.88,0.48,0.0,0.45,0.64,0.55,0.72,0.78,0.85,0.57,0.31,0.34,0.82,0.52,0.47
uwom-server.csv,0.15,0.22,0.0,0.27,0.55,0.2,0.49,0.35,0.69,0.66,0.27,0.5,0.09,0.52,0.29
zengine.csv,1.0,0.98,0.86,0.82,1.0,0.9,0.98,1.0,0.92,0.93,1.0,0.82,1.0,0.52,1.0
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69
