,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.69,0.94,0.09,0.77,0.31,0.94,0.75,0.61,0.21,0.51,0.71,0.42,0.86,0.83,0.64
fluidium.csv,0.02,0.01,0.0,0.37,0.01,0.27,0.0,0.0,0.02,0.01,0.0,0.0,0.02,0.45,0.03
guineu.csv,0.34,0.91,0.91,0.79,0.81,0.74,0.69,0.79,0.59,0.75,0.57,1.0,0.36,1.0,0.39
inkscape.csv,0.57,0.67,1.0,0.96,0.09,0.2,0.28,0.79,0.8,0.55,0.29,1.0,0.82,0.97,0.94
mpqc.csv,0.31,0.1,0.0,0.0,0.47,0.24,0.22,0.5,0.54,0.3,0.43,0.67,0.43,0.72,0.12
nsis.csv,0.72,0.84,0.36,0.38,0.79,0.43,0.88,0.71,0.66,0.66,0.0,0.5,0.66,0.48,0.76
octave.csv,0.36,0.4,0.0,0.12,0.23,0.19,0.09,0.5,0.34,0.32,0.43,0.08,0.23,0.41,0.09
owfs.csv,0.9,0.87,1.0,0.31,0.69,0.65,0.81,0.86,0.96,0.89,0.71,0.42,0.7,0.79,0.76
owlib.csv,0.62,0.33,0.18,0.79,0.56,0.57,0.5,0.43,0.32,0.54,0.57,0.25,0.34,0.31,0.09
pamguard.csv,0.34,0.36,0.73,0.4,0.26,0.32,0.38,0.57,0.27,0.24,0.0,0.58,0.61,0.07,0.42
prelude.csv,0.91,0.96,0.09,0.88,0.89,0.83,0.75,0.93,0.73,0.78,1.0,0.5,0.91,0.55,0.91
robocode.csv,0.62,0.39,0.0,0.21,0.37,0.68,0.44,0.32,0.41,0.34,0.43,0.17,0.73,0.38,0.58
uwom-server.csv,0.19,0.27,0.0,0.21,0.3,0.42,0.28,0.43,0.45,0.36,0.29,0.17,0.16,0.48,0.3
zengine.csv,1.0,0.99,0.64,0.96,0.91,0.93,1.0,1.0,0.93,0.92,1.0,0.0,0.91,0.76,1.0
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.42,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.28,0.67
