,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.17,0.53,0.98,0.13
google-caja.csv,0.4,0.99,0.68,0.63
itext.csv,0.24,0.51,0.12,0.95
plee-the-bear.csv,0.82,0.25,0.4,0.26
