,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.97,0.96,0.98,1.0
google-caja.csv,0.94,0.99,0.79,0.62
itext.csv,0.21,0.47,0.1,0.94
plee-the-bear.csv,0.79,0.69,0.5,0.79
