,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.42,0.32,0.44,0.43
google-caja.csv,0.39,0.34,0.35,0.39
itext.csv,0.86,0.49,0.86,0.44
plee-the-bear.csv,0.96,0.43,0.66,0.49
