,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.96,0.82,0.02,0.97
google-caja.csv,0.89,0.01,0.59,0.51
itext.csv,0.85,0.57,0.91,0.06
plee-the-bear.csv,0.21,0.98,0.92,0.96
