,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.86,0.99,0.7
google-caja.csv,0.12,0.99,0.84,0.65
itext.csv,0.07,0.61,0.17,0.97
plee-the-bear.csv,0.88,0.69,0.62,0.61
