,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.96,0.81,0.0,0.97
google-caja.csv,0.88,0.0,0.56,0.33
itext.csv,0.31,0.22,0.11,0.0
plee-the-bear.csv,0.0,0.93,0.78,0.93
