,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.77,1.0,0.54
google-caja.csv,0.06,1.0,0.91,0.68
itext.csv,0.04,0.86,0.86,1.0
plee-the-bear.csv,1.0,0.68,0.82,0.49
