,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.34,0.23,0.29,0.31,0.21,0.43,0.29,0.17,0.11,0.47,0.05,0.53,0.76
aubit4gl.csv,0.09,0.27,0.25,0.24,0.24,0.14,0.68,0.1,0.0,0.27,0.33,0.5,0.11
bionote.csv,0.34,0.29,0.13,0.25,0.3,0.36,0.06,0.29,0.22,0.22,0.5,0.21,0.06
liferea.csv,0.43,0.36,0.0,0.54,0.28,0.5,0.21,0.22,0.18,0.55,0.0,0.21,0.39
opensim4opencog.csv,0.49,0.5,0.1,0.58,0.37,0.47,0.65,0.3,0.09,0.65,0.29,0.44,0.44
pclasses.csv,0.5,0.55,0.0,0.43,0.13,0.0,0.04,0.17,0.0,0.1,0.0,0.25,0.44
plearn.csv,0.55,0.43,0.16,0.51,0.33,0.51,0.09,0.32,0.18,0.51,0.0,0.28,0.44
psrchive.csv,0.5,0.15,0.5,0.39,0.58,0.29,0.67,0.17,0.0,0.5,0.26,0.54,0.0
re2c.csv,0.36,0.17,0.92,0.4,0.26,0.28,0.48,0.14,0.1,0.48,0.09,0.52,0.73
rebecca-aiml.csv,0.32,0.0,0.28,0.24,0.29,0.39,0.64,0.17,0.29,0.6,0.25,0.78,0.54
thrust.csv,0.08,0.0,0.21,0.18,0.06,0.11,0.1,0.13,0.5,0.26,0.15,0.24,0.15
tzod.csv,0.48,0.19,0.13,0.54,0.35,0.48,0.59,0.26,0.21,0.54,0.29,0.24,0.09
yaprm.csv,0.48,0.22,0.11,0.45,0.33,0.13,0.52,0.26,0.27,0.68,0.24,0.18,0.0
