,f1,g,recall,precision,pf,wins
arm-webradio.csv,0.29,0.38,0.37,0.31,0.45,4
aubit4gl.csv,0.24,0.25,0.22,0.3,0.21,2
bionote.csv,0.25,0.32,0.29,0.24,0.21,3
liferea.csv,0.28,0.36,0.31,0.31,0.25,6
opensim4opencog.csv,0.44,0.6,0.62,0.38,0.34,12
pclasses.csv,0.13,0.09,0.07,0.38,0.05,1
plearn.csv,0.33,0.5,0.52,0.25,0.33,9
psrchive.csv,0.39,0.48,0.51,0.4,0.23,11
re2c.csv,0.36,0.43,0.39,0.34,0.37,8
rebecca-aiml.csv,0.29,0.58,0.62,0.33,0.37,10
thrust.csv,0.15,0.13,0.11,0.2,0.15,0
tzod.csv,0.29,0.47,0.43,0.28,0.37,7
yaprm.csv,0.26,0.39,0.36,0.25,0.29,5
