,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.8,0.73,0.88,0.53,0.55,0.38,0.97,0.67,0.5,0.5,0.63,0.51,0.7
aubit4gl.csv,0.86,0.74,0.9,0.83,0.9,0.8,0.45,0.86,0.5,0.93,0.9,0.63,0.5
bionote.csv,0.74,0.82,0.78,0.92,0.85,0.8,0.92,0.47,0.5,0.89,0.56,0.9,0.69
liferea.csv,0.51,0.51,0.69,0.57,0.53,0.58,0.92,0.72,0.75,0.47,0.0,0.96,0.82
opensim4opencog.csv,0.43,0.52,0.34,0.36,0.38,0.52,0.33,0.55,0.83,0.33,0.46,0.56,0.41
pclasses.csv,0.51,0.64,0.5,0.47,0.0,0.0,0.0,0.66,0.0,0.75,0.75,0.6,0.93
plearn.csv,0.52,0.53,0.58,0.46,0.52,0.5,0.92,0.74,0.5,0.43,0.67,0.6,0.57
psrchive.csv,0.54,0.73,0.9,0.79,0.58,0.42,0.41,0.66,0.0,0.49,0.93,0.58,0.0
re2c.csv,0.74,0.83,0.86,0.5,0.54,0.48,0.85,0.71,0.67,0.57,0.53,0.59,0.7
rebecca-aiml.csv,0.72,0.5,0.52,0.87,0.44,0.39,0.36,0.53,0.75,0.41,0.33,0.62,0.47
thrust.csv,0.92,0.5,0.91,0.86,0.95,0.8,0.8,0.74,0.93,0.94,0.59,0.57,0.8
tzod.csv,0.46,0.62,0.44,0.45,0.41,0.41,0.37,0.59,0.92,0.47,0.83,0.77,0.78
yaprm.csv,0.45,0.52,0.4,0.71,0.48,0.5,0.4,0.83,0.65,0.44,0.58,0.96,0.92
