,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.72,0.76,0.68,0.86,0.79,0.55,0.86,0.8,0.94,0.74,1.04,0.58,0.21
aubit4gl.csv,0.95,0.69,0.68,0.85,0.75,0.9,0.52,0.9,1.0,0.84,0.64,0.57,0.94
bionote.csv,0.73,0.68,0.85,0.83,0.72,0.66,0.99,0.55,0.86,0.87,0.32,0.85,1.08
liferea.csv,0.69,0.63,1.03,0.54,0.63,0.46,0.91,0.72,0.87,0.62,1.0,0.86,0.7
opensim4opencog.csv,0.53,0.34,0.93,0.51,0.49,0.48,0.71,0.58,0.95,0.68,0.55,0.6,0.58
pclasses.csv,0.51,0.29,1.0,0.68,0.93,1.0,0.98,0.76,1.0,0.95,1.0,0.87,0.69
plearn.csv,0.45,0.47,0.75,0.56,0.56,0.43,0.96,0.56,0.92,0.79,1.0,0.8,0.92
psrchive.csv,0.51,0.85,0.35,0.71,0.28,0.8,0.77,0.76,1.0,0.72,0.67,0.49,1.0
re2c.csv,0.69,0.84,0.02,0.73,0.68,0.74,0.67,0.84,0.94,0.68,0.99,0.53,0.23
rebecca-aiml.csv,0.75,1.0,0.5,0.84,0.63,0.6,0.65,0.76,0.82,0.64,0.8,0.19,0.49
thrust.csv,0.95,1.0,0.64,0.89,0.96,0.93,0.95,0.85,0.55,0.84,0.84,1.02,0.91
tzod.csv,0.56,0.8,0.8,0.53,0.52,0.49,0.61,0.62,0.85,0.63,0.75,0.82,1.01
yaprm.csv,0.56,0.74,0.86,0.65,0.58,0.92,0.64,0.71,0.77,0.43,0.65,0.88,1.01
