,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.75,0.62,0.5,0.84,0.48,0.46,0.67,0.35,0.53,0.52,0.64,0.66,0.53,0.36
encog-cs.csv,0.05,0.45,0.47,0.26,0.52,0.59,0.0,0.0,0.7,0.36,0.05,0.35,0.65,0.58
extprosys.csv,0.75,0.45,0.6,0.53,0.42,0.56,0.42,0.63,0.33,0.42,0.57,0.56,0.49,0.7
ibatisdb.csv,0.0,0.41,0.41,0.28,0.52,0.37,0.3,0.34,0.37,0.36,0.51,0.12,0.15,0.79
intact.csv,0.85,0.42,0.47,0.6,0.59,0.72,0.3,0.41,0.65,0.3,0.74,0.28,0.63,0.71
japano.csv,0.0,0.0,0.61,0.26,0.59,0.52,0.0,0.72,0.13,0.5,0.28,0.37,0.34,0.48
lockss.csv,0.93,0.46,0.55,0.11,0.36,0.2,0.36,0.44,0.21,0.64,0.68,0.29,0.45,0.32
ofbiz.csv,0.0,0.45,0.29,0.51,0.54,0.54,0.6,0.46,0.62,0.21,0.62,0.39,0.73,0.63
officefloor.csv,0.82,0.26,0.32,0.52,0.29,0.34,0.04,0.42,0.47,0.27,0.67,0.06,0.28,0.55
opennms.csv,0.89,0.33,0.05,0.1,0.66,0.12,0.52,0.04,0.27,0.4,0.19,0.29,0.44,0.07
rohxel.csv,0.91,0.52,0.61,0.39,0.24,0.31,0.64,0.54,0.66,0.61,0.41,0.43,0.17,0.42
roolo.csv,0.71,0.54,0.61,0.64,0.57,0.48,0.27,0.39,0.44,0.37,0.4,0.71,0.52,0.33
sevenupdate.csv,0.17,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.09,0.47,0.05,0.0,0.24,0.0
