,recall,precision,pf,pci_20,ifa,wins
cleartk.csv,0.7050000000000001,0.35,0.64,0.45499999999999996,0.5,5
encog-cs.csv,0.775,0.31,0.76,0.425,2.5,0
extprosys.csv,0.685,0.39,0.635,0.48,1.5,6
ibatisdb.csv,0.325,0.41000000000000003,0.295,0.635,3.0,7
intact.csv,0.675,0.415,0.44999999999999996,0.46499999999999997,1.5,9
japano.csv,0.805,0.33499999999999996,0.845,0.435,1.0,3
lockss.csv,0.365,0.4,0.245,0.565,0.0,11
ofbiz.csv,0.63,0.345,0.565,0.46499999999999997,2.0,2
officefloor.csv,0.29000000000000004,0.38,0.26,0.5900000000000001,1.5,8
opennms.csv,0.24,0.43999999999999995,0.215,0.69,0.0,12
rohxel.csv,0.445,0.385,0.33,0.58,1.5,10
roolo.csv,0.695,0.315,0.67,0.515,1.5,4
sevenupdate.csv,1.0,0.31999999999999995,0.995,0.395,1.5,1
