,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.03,0.85,0.37,0.91,0.33,0.38,0.76,0.83,0.48,0.37,0.09,0.57,0.67,0.22
encog-cs.csv,0.02,0.62,0.36,0.83,0.39,0.44,0.8,0.92,0.63,0.24,0.05,0.44,0.77,0.42
extprosys.csv,0.03,0.81,0.49,0.88,0.41,0.42,0.52,0.75,0.36,0.25,0.09,0.45,0.73,0.49
ibatisdb.csv,0.0,0.52,0.31,0.39,0.41,0.33,0.39,0.45,0.39,0.23,0.09,0.12,0.21,0.67
intact.csv,0.04,0.76,0.36,0.73,0.4,0.59,0.39,0.53,0.56,0.33,0.08,0.26,0.79,0.49
japano.csv,0.0,0.89,0.46,0.85,0.42,0.43,0.85,0.84,0.51,0.3,0.04,0.51,0.73,0.37
lockss.csv,0.06,0.57,0.5,0.16,0.31,0.21,0.46,0.58,0.28,0.42,0.11,0.27,0.53,0.3
ofbiz.csv,0.0,0.81,0.42,0.66,0.37,0.43,0.71,0.62,0.52,0.15,0.06,0.37,0.78,0.42
officefloor.csv,0.04,0.37,0.29,0.65,0.29,0.35,0.05,0.58,0.44,0.2,0.12,0.08,0.37,0.42
opennms.csv,0.05,0.46,0.07,0.14,0.55,0.16,0.64,0.06,0.29,0.31,0.08,0.29,0.52,0.09
rohxel.csv,0.05,0.72,0.43,0.5,0.22,0.35,0.74,0.65,0.55,0.41,0.06,0.37,0.23,0.3
roolo.csv,0.03,0.75,0.46,0.78,0.48,0.41,0.35,0.52,0.37,0.26,0.05,0.65,0.72,0.21
sevenupdate.csv,0.02,0.86,0.44,0.94,0.36,0.45,0.85,0.97,0.51,0.3,0.05,0.52,0.78,0.41
