,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.39,0.5,0.4,0.49,0.38,0.41,0.62,0.41,0.52,0.45,0.41,0.34,0.4,0.4,0.54,0.66,0.5,0.83,0.39,0.8
decidr.csv,0.48,0.35,0.39,0.38,0.52,0.42,0.35,0.4,0.42,0.42,0.42,0.32,0.42,0.4,0.47,0.43,0.43,0.29,0.43,0.49
elmo.csv,0.64,0.56,0.96,0.57,0.76,0.55,0.63,0.96,0.66,0.67,0.64,0.85,0.97,0.64,0.96,0.74,0.79,0.42,0.66,0.67
gpac.csv,0.49,0.5,0.49,0.47,0.49,0.53,0.38,0.42,0.7,0.58,0.37,0.51,0.43,0.42,0.51,0.54,0.47,0.35,0.52,0.57
img-browse-sort.csv,0.41,0.4,0.53,0.43,0.53,0.42,0.48,0.44,0.55,0.51,0.36,0.54,0.65,0.41,0.49,0.58,0.45,0.58,0.4,0.84
jajuk.csv,0.35,0.36,0.36,0.38,0.37,0.34,0.39,0.29,0.4,0.38,0.35,0.31,0.33,0.4,0.36,0.37,0.37,0.39,0.35,0.39
ktc.csv,0.4,0.44,0.41,0.4,0.5,0.48,0.88,0.31,0.54,0.6,0.51,0.38,0.39,0.5,0.94,0.57,0.42,0.31,0.42,0.55
nativeclient.csv,0.37,0.39,0.51,0.41,0.51,0.4,0.5,0.41,0.51,0.56,0.39,0.55,0.58,0.46,0.51,0.48,0.44,0.37,0.38,0.56
neoengine.csv,0.54,0.5,0.44,0.37,0.46,0.38,0.52,0.36,0.76,0.45,0.38,0.33,0.37,0.42,0.68,0.44,0.43,0.34,0.39,0.49
nicepress.csv,0.48,0.47,0.45,0.42,0.46,0.52,0.59,0.39,0.48,0.51,0.41,0.35,0.44,0.61,0.48,0.72,0.49,0.41,0.44,0.51
omseek.csv,0.79,0.5,0.96,0.62,0.92,0.74,0.0,0.53,0.97,0.9,0.99,0.8,0.95,0.5,0.94,0.66,0.47,0.46,0.44,0.88
rosegarden.csv,0.37,0.39,0.45,0.39,0.49,0.39,0.67,0.42,0.52,0.48,0.4,0.49,0.48,0.91,0.67,0.49,0.46,0.37,0.35,0.55
sigil.csv,0.38,0.39,0.46,0.41,0.45,0.37,0.46,0.5,0.46,0.44,0.4,0.49,0.67,0.39,0.47,0.45,0.44,0.43,0.38,0.72
smarttag.csv,0.37,0.38,0.44,0.51,0.53,0.37,0.43,0.83,0.45,0.48,0.49,0.54,0.67,0.47,0.45,0.45,0.45,0.47,0.39,0.75
sylpheed-claws.csv,0.36,0.5,0.41,0.37,0.5,0.4,0.35,0.4,0.41,0.42,0.35,0.37,0.44,0.39,0.44,0.43,0.44,0.28,0.33,0.5
tango-cs.csv,0.45,0.59,0.46,0.5,0.55,0.43,0.42,0.39,0.49,0.44,0.44,0.39,0.45,0.41,0.48,0.45,0.44,0.39,0.5,0.51
vapor.csv,0.0,0.62,0.61,0.83,0.48,0.51,0.89,0.38,0.97,0.55,0.5,0.89,0.76,0.38,0.5,0.62,0.45,0.83,0.71,0.96
xemeiah.csv,0.42,0.58,0.39,0.41,0.46,0.43,0.61,0.39,0.53,0.46,0.35,0.32,0.4,0.38,0.51,0.69,0.44,0.31,0.36,0.91
zorannt.csv,0.57,0.37,0.97,0.45,0.49,0.55,0.44,0.41,0.85,0.74,0.61,0.38,0.45,0.5,0.59,0.57,0.5,0.56,0.42,0.65
zscreen.csv,0.43,0.88,0.58,0.41,0.62,0.49,0.51,0.91,0.64,0.53,0.49,0.92,0.95,0.58,0.52,0.57,0.48,0.33,0.4,0.98
