,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,1.0,0.0,101.0,0.0,6.0,37.0,1.0,2.0,12.0,12.0,0.0,7.0,42.0,3.0
baadengine.csv,0.0,0.0,30.0,0.0,3.0,42.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,2.0
bnetd.csv,0.0,0.0,101.0,1.0,0.0,46.0,0.0,4.0,12.0,1.0,0.0,6.0,15.0,1.0
impala.csv,1.0,0.0,83.0,0.0,6.0,17.0,1.0,2.0,17.0,13.0,1.0,0.0,37.0,3.0
jaxen.csv,0.0,1.0,101.0,2.0,0.0,0.0,73.0,0.0,74.0,0.0,0.0,3.0,183.0,113.0
jgameai.csv,0.0,0.0,101.0,0.0,10.0,86.0,1.0,3.0,74.0,5.0,6.0,5.0,183.0,3.0
jparsec.csv,0.0,0.0,38.0,2.0,6.0,55.0,1.0,1.0,17.0,10.0,0.0,9.0,38.0,0.0
motu.csv,1.0,0.0,101.0,1.0,0.0,13.0,1.0,4.0,2.0,0.0,0.0,1.0,183.0,0.0
vars-redux.csv,1.0,0.0,101.0,2.0,1.0,22.0,0.0,0.0,74.0,5.0,0.0,7.0,67.0,3.0
werx.csv,1.0,0.0,82.0,0.0,11.0,70.0,1.0,2.0,17.0,13.0,1.0,8.0,42.0,3.0
wishmaster.csv,1.0,0.0,101.0,0.0,2.0,5.0,1.0,0.0,0.0,12.0,2.0,6.0,12.0,2.0
xreal.csv,0.0,200.0,101.0,88.0,97.0,86.0,0.0,115.0,74.0,58.0,50.0,0.0,0.0,113.0
zealos.csv,0.0,0.0,17.0,2.0,0.0,25.0,0.0,1.0,6.0,9.0,1.0,9.0,26.0,3.0
