,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.55,0.92,0.83,0.78,0.9,0.67,0.94,0.61,0.93,0.57,0.57,0.8,0.85,0.85
baadengine.csv,0.44,0.33,0.43,0.47,0.48,0.37,0.39,0.35,0.34,0.48,0.28,0.32,0.39,0.44
bnetd.csv,0.45,0.42,0.45,0.5,0.73,0.45,0.49,0.39,0.65,0.5,0.39,0.44,0.41,0.47
impala.csv,0.66,0.96,0.44,0.52,0.8,0.94,0.68,0.55,0.62,0.38,0.36,0.95,0.54,0.47
jaxen.csv,0.75,0.89,0.75,0.8,0.0,0.8,0.0,0.92,0.0,0.8,0.0,0.75,0.0,0.0
jgameai.csv,0.85,0.94,0.92,0.84,0.58,0.83,0.5,0.89,0.92,0.75,0.88,0.96,0.92,0.86
jparsec.csv,0.47,0.68,0.54,0.5,0.8,0.45,0.58,0.48,0.39,0.47,0.33,0.39,0.4,0.6
motu.csv,0.66,0.97,0.88,0.75,0.92,0.65,0.5,0.59,0.92,0.71,0.64,0.96,0.97,0.96
vars-redux.csv,0.73,0.65,0.84,0.67,0.6,0.45,0.83,0.52,0.83,0.5,0.71,0.65,0.54,0.93
werx.csv,0.41,0.36,0.42,0.48,0.54,0.4,0.44,0.36,0.39,0.37,0.31,0.33,0.36,0.4
wishmaster.csv,0.69,0.97,0.93,0.71,0.67,0.88,0.81,0.6,0.92,0.73,0.71,0.97,0.81,0.81
xreal.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
zealos.csv,0.59,0.48,0.74,0.93,0.68,0.69,0.91,0.6,0.95,0.8,0.48,0.58,0.72,0.64
