,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.78,1.0,0.0,0.25,0.16,0.1,0.26,0.43,0.19,0.3,0.91,0.06,0.01,0.48
baadengine.csv,1.0,0.97,0.02,0.3,0.52,0.09,0.74,0.54,0.23,0.38,0.39,0.12,0.04,0.52
bnetd.csv,0.8,0.97,0.0,0.38,0.23,0.07,1.0,0.45,0.1,0.42,0.42,0.14,0.03,0.46
impala.csv,0.69,0.96,0.01,0.29,0.25,0.06,0.48,0.3,0.17,0.22,0.36,1.0,0.04,0.39
jaxen.csv,0.75,0.89,0.0,0.2,1.0,1.0,0.0,0.69,0.0,0.6,1.0,0.25,0.0,0.0
jgameai.csv,0.55,0.94,0.0,0.96,0.3,0.0,0.5,0.44,0.0,0.12,0.25,0.19,0.0,0.57
jparsec.csv,0.77,0.96,0.02,0.42,0.16,0.07,0.54,0.38,0.19,0.26,0.35,0.13,0.03,1.0
motu.csv,0.73,1.0,0.0,0.25,0.31,0.15,0.5,0.53,0.31,0.93,0.64,0.08,0.0,0.33
vars-redux.csv,0.71,0.95,0.0,0.19,0.73,0.12,0.67,1.0,0.0,0.33,0.36,0.05,0.03,0.45
werx.csv,0.75,1.0,0.01,0.29,0.31,0.06,0.51,0.42,0.19,0.22,0.41,0.12,0.03,0.4
wishmaster.csv,0.82,1.0,0.0,0.18,0.33,0.25,0.88,0.4,1.0,0.17,0.36,0.11,0.04,0.38
xreal.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
zealos.csv,0.77,0.96,0.04,0.22,1.0,0.11,0.82,0.44,0.2,0.3,0.45,0.06,0.01,0.45
