,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.6,0.29,0.0,0.48,0.29,0.8,0.23,0.52,0.39,0.65,0.99,0.19,0.23,0.46
baadengine.csv,0.99,0.0,0.85,0.39,0.79,0.77,0.62,0.72,0.63,0.64,0.26,0.46,0.68,0.61
bnetd.csv,0.64,0.0,0.0,0.42,0.23,0.62,0.96,0.58,0.17,0.75,0.56,0.61,0.62,0.63
impala.csv,0.43,0.14,0.24,0.3,0.36,0.24,0.48,0.37,0.51,0.09,0.13,0.87,0.66,0.46
jaxen.csv,0.01,0.05,0.0,0.05,0.04,1.0,0.0,0.21,0.0,0.27,0.06,0.05,0.0,0.0
jgameai.csv,0.23,0.1,0.0,0.93,0.24,0.0,0.04,0.1,0.0,0.18,0.12,0.24,0.0,0.11
jparsec.csv,0.56,0.27,0.83,0.63,0.3,0.56,0.57,0.43,0.0,0.63,0.37,0.56,0.41,0.97
motu.csv,0.5,0.19,0.0,0.14,0.16,0.63,0.04,0.41,0.33,1.0,0.48,0.1,0.0,0.21
vars-redux.csv,0.45,0.28,0.0,0.18,0.42,0.76,0.12,0.98,0.0,0.63,0.28,0.14,0.43,0.33
werx.csv,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05
wishmaster.csv,0.53,0.18,0.0,0.26,0.04,0.45,0.41,0.38,0.88,0.39,0.28,0.19,0.44,0.26
xreal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,1.0,0.0
zealos.csv,0.56,0.0,0.93,0.26,0.94,0.75,0.27,0.44,0.33,0.49,0.58,0.23,0.23,0.49
