,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,5.0,72.0,0.0,2.0,1.0,31.0,79.0,5.0,0.0,4.0,2.0,2.0
ctrlr.csv,8.0,1261.0,0.0,21.0,1.0,16.0,1.0,3.0,0.0,168.0,9.0,6.0
dvt.csv,2.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,1.0,9.0,16.0,2.0
flylinkdc.csv,2.0,5.0,0.0,21.0,0.0,35.0,2.0,6.0,2.0,15.0,11.0,4.0
free-evolution.csv,2.0,5.0,0.0,1.0,1.0,19.0,2.0,7.0,0.0,8.0,2.0,0.0
fw4spl.csv,13.0,43.0,0.0,1.0,1.0,2.0,6.0,10.0,3.0,8.0,9.0,2.0
ipfire-wall.csv,1.0,1.0,0.0,5.0,57.0,6.0,0.0,1.0,168.0,3.0,6.0,4.0
ldview.csv,6.0,5.0,0.0,21.0,0.0,62.0,6.0,12.0,1.0,16.0,14.0,1.0
nuttx.csv,2.0,92.0,0.0,0.0,0.0,20.0,1.0,2.0,1.0,19.0,11.0,1.0
uclmda.csv,1.0,1261.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0,8.0,3.0,0.0
vdsf.csv,6.0,5.0,0.0,21.0,0.0,58.0,2.0,8.0,1.0,21.0,16.0,4.0
xcf.csv,2.0,7.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,20.0,10.0,3.0
