,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.95,0.6,0.61,0.53,0.52,0.47,0.8,0.83,0.26,0.6,0.51,0.88
ctrlr.csv,0.97,0.0,0.96,0.97,0.9,0.96,0.81,0.91,0.42,0.97,0.97,0.88
dvt.csv,0.44,0.74,0.67,0.6,0.57,0.98,0.63,0.46,0.26,0.59,0.55,0.76
flylinkdc.csv,0.54,0.29,0.59,0.57,0.5,0.56,0.61,0.58,0.93,0.56,0.56,0.53
free-evolution.csv,0.35,0.26,0.53,0.46,0.48,0.45,0.68,0.39,0.26,0.49,0.57,0.37
fw4spl.csv,0.53,0.65,0.7,0.62,0.91,0.66,0.59,0.45,0.9,0.52,0.74,0.71
ipfire-wall.csv,0.85,0.45,0.68,0.69,0.0,0.98,0.69,0.48,0.75,0.86,0.92,0.86
ldview.csv,0.37,0.26,0.54,0.54,0.53,0.49,0.95,0.44,0.3,0.95,0.59,0.49
nuttx.csv,0.42,0.59,0.71,0.59,0.53,0.5,0.71,0.42,0.26,0.47,0.49,0.43
uclmda.csv,0.73,0.89,0.97,0.91,0.72,0.87,0.92,0.76,0.27,0.97,0.95,0.89
vdsf.csv,0.44,0.99,0.65,0.63,0.62,0.77,0.56,0.37,0.46,0.53,0.5,0.5
xcf.csv,0.36,0.43,0.74,0.38,0.45,0.45,0.7,0.35,0.35,0.64,0.53,0.45
