,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.85,0.76,0.73,0.71,0.63,0.65,1.0,0.87,0.35,0.36,0.66,0.85
ctrlr.csv,0.94,1.0,0.9,0.93,0.83,0.96,0.41,0.86,0.56,1.04,0.91,0.79
dvt.csv,0.62,0.63,0.98,0.4,0.82,0.92,0.58,0.66,0.5,0.7,0.72,0.69
flylinkdc.csv,0.41,0.96,0.79,0.91,0.63,0.79,0.71,0.58,1.15,0.54,0.74,1.0
free-evolution.csv,0.89,1.0,1.0,0.63,0.74,0.6,0.76,0.66,0.67,0.55,0.48,0.5
fw4spl.csv,0.71,0.69,0.8,0.78,0.83,0.53,0.85,0.62,1.08,0.52,0.75,0.69
ipfire-wall.csv,0.69,0.53,0.83,0.85,1.0,0.8,0.96,0.33,1.2,0.96,0.91,0.78
ldview.csv,0.97,1.0,1.0,0.89,0.45,0.81,0.85,0.72,0.85,0.88,0.75,0.81
nuttx.csv,0.63,0.77,0.53,0.55,0.76,0.57,0.52,0.83,0.5,0.83,0.66,0.72
uclmda.csv,0.84,1.0,0.84,0.86,0.83,0.81,0.77,0.9,0.01,0.9,0.83,0.78
vdsf.csv,0.86,0.66,0.99,0.82,0.66,0.85,0.86,0.92,0.71,0.83,0.92,1.01
xcf.csv,0.67,0.52,0.72,0.56,0.51,0.58,0.77,0.62,0.88,0.76,0.7,0.34
