,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.27,0.1,0.82,0.35,0.43,0.15,0.0,0.25,0.99,0.35,0.26,0.62
ctrlr.csv,0.12,0.0,0.75,0.15,0.4,0.08,0.47,0.27,0.98,0.0,0.13,0.46
dvt.csv,0.33,0.17,1.0,0.52,0.29,0.09,0.34,0.37,0.98,0.15,0.24,0.65
flylinkdc.csv,0.5,0.07,0.84,0.28,0.42,0.11,0.31,0.42,0.73,0.21,0.22,0.4
free-evolution.csv,0.28,0.09,0.83,0.36,0.38,0.17,0.25,0.36,0.98,0.2,0.37,0.67
fw4spl.csv,0.27,0.13,0.79,0.26,0.36,0.25,0.19,0.38,0.7,0.22,0.33,0.65
ipfire-wall.csv,0.46,0.14,0.77,0.27,0.0,0.22,0.1,0.61,0.0,0.14,0.25,0.57
ldview.csv,0.28,0.09,0.82,0.28,0.53,0.12,0.21,0.37,0.97,0.14,0.24,0.49
nuttx.csv,0.34,0.08,0.88,0.45,0.4,0.18,0.38,0.28,0.98,0.14,0.28,0.55
uclmda.csv,0.2,0.0,0.88,0.55,0.28,0.16,0.42,0.19,1.0,0.09,0.29,0.78
vdsf.csv,0.25,0.21,0.78,0.3,0.41,0.08,0.24,0.35,0.96,0.12,0.21,0.42
xcf.csv,0.34,0.14,0.83,0.39,0.55,0.19,0.26,0.42,0.96,0.16,0.28,0.76
