,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.16,0.29,0.38,0.33,0.48,0.5,0.0,0.17,0.9,0.71,0.55,0.16
ctrlr.csv,0.11,0.0,0.11,0.21,0.19,0.04,0.71,0.17,0.55,0.0,0.12,0.34
dvt.csv,0.78,0.39,0.02,0.71,0.38,0.08,0.57,0.72,0.94,0.46,0.36,0.34
flylinkdc.csv,0.68,0.73,0.84,0.83,0.52,0.46,0.86,0.56,0.07,0.67,0.52,0.56
free-evolution.csv,0.95,1.0,1.0,0.48,0.76,0.77,0.33,0.56,0.99,0.75,0.7,0.62
fw4spl.csv,0.49,0.35,0.27,0.31,0.19,0.52,0.24,0.61,0.04,0.71,0.27,0.34
ipfire-wall.csv,0.32,0.62,0.41,0.17,0.0,0.21,0.14,0.78,0.0,0.04,0.09,0.25
ldview.csv,1.0,1.0,0.99,0.83,0.81,0.69,0.19,0.83,0.85,0.12,0.73,0.66
nuttx.csv,0.81,0.32,0.74,0.52,0.9,0.69,0.62,0.56,0.99,0.79,0.79,0.81
uclmda.csv,0.24,0.0,0.16,0.14,0.33,0.21,0.24,0.22,0.99,0.12,0.18,0.22
vdsf.csv,0.73,0.35,0.7,0.81,0.71,0.29,0.71,1.0,0.5,0.62,0.79,0.62
xcf.csv,0.92,0.65,0.39,0.57,0.57,0.54,0.29,0.94,0.73,0.29,0.36,0.78
