,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,9.0,0.0,17.0,2.0,2.0,0.0,2.0,0.0,1.0,39.0,0.0,0.0
ivatamasks.csv,12.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,54.0,0.0,1.0
orc.csv,3.0,0.0,0.0,0.0,0.0,0.0,5.0,136.0,2.0,42.0,0.0,0.0
plato.csv,9.0,0.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,81.0,0.0,2.0
proftp.csv,4.0,0.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,1.0,0.0
tycho.csv,4.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0
uclmda.csv,3.0,0.0,54.0,144.0,2.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0
umber.csv,0.0,0.0,5.0,0.0,0.0,0.0,66.0,1.0,1.0,117.0,0.0,0.0
unicase.csv,2.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,117.0,0.0,3.0
vienna-add-in.csv,8.0,0.0,16.0,2.0,0.0,0.0,4.0,0.0,0.0,117.0,0.0,1.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,96.0,0.0,2.0
