,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.07,0.98,0.07,0.54,0.63,0.86,0.37,1.0,0.67,0.02,0.73,0.6
ivatamasks.csv,0.42,0.99,0.11,1.0,0.65,0.94,0.53,0.73,0.63,0.01,0.78,0.97
orc.csv,0.05,1.0,1.0,0.86,0.62,0.82,0.44,0.0,0.23,0.02,0.65,0.9
plato.csv,0.3,0.99,0.07,0.61,0.62,1.0,0.44,0.94,0.47,0.01,0.74,0.92
proftp.csv,0.61,1.0,0.21,0.86,0.77,0.79,0.97,0.65,0.73,0.02,0.83,0.98
tycho.csv,0.08,1.0,0.13,0.71,0.69,0.82,0.53,0.72,1.0,0.0,0.72,0.97
uclmda.csv,0.11,1.0,0.03,0.0,0.56,0.83,0.53,0.36,0.5,0.2,0.5,1.0
umber.csv,1.0,1.0,0.2,0.87,1.0,0.75,0.0,0.87,0.5,0.0,0.91,0.33
unicase.csv,0.33,1.0,0.13,0.69,0.68,0.91,0.45,0.7,1.0,0.0,0.99,0.17
vienna-add-in.csv,0.39,0.98,0.08,0.68,1.0,0.8,0.27,0.83,0.52,0.0,0.74,0.98
wpdev.csv,0.26,1.0,0.1,0.68,0.67,0.84,0.45,0.72,0.56,0.01,0.72,0.96
