,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.13,0.36,0.37,0.23,0.0,0.27,0.7,0.48,0.7,0.11
critterding.csv,0.49,0.65,0.44,0.39,0.27,0.67,0.41,0.55,0.64,0.69
enlightenment.csv,0.6,0.62,0.4,0.68,0.32,0.86,0.44,0.6,0.74,0.68
exordium.csv,0.06,0.58,0.62,0.1,0.32,0.77,0.0,0.62,0.57,0.47
google-caja.csv,0.54,0.6,0.47,0.59,0.38,0.87,0.64,0.6,0.77,0.74
itext.csv,0.58,0.48,0.49,0.69,0.41,0.73,0.49,0.53,0.69,0.77
lockss.csv,0.34,0.26,0.59,0.37,0.44,0.69,0.56,0.51,0.28,0.6
modplug.csv,0.55,0.6,0.51,0.68,0.31,0.76,0.55,0.57,0.82,0.74
reactos-mirror.csv,0.61,0.65,0.44,0.63,0.35,0.77,0.44,0.37,0.77,0.76
yafdotnet.csv,0.43,0.51,0.36,0.38,0.34,0.75,0.37,0.68,0.64,0.75
