,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.75,0.62,0.46,0.6,0.74,0.68,0.51,0.68
etics.csv,0.78,0.57,0.18,0.51,0.72,0.35,0.51,0.65
genecys.csv,0.34,0.52,0.51,0.59,0.77,0.61,0.37,0.51
kvs.csv,0.56,0.15,0.72,0.31,0.02,0.45,0.3,0.46
mcore3d.csv,0.1,0.67,0.59,0.54,0.63,0.16,0.44,0.67
miranda.csv,0.42,0.29,0.47,0.61,0.64,0.3,0.62,0.74
ogrehg.csv,0.5,0.64,0.28,0.66,0.84,0.5,0.44,0.62
passwordsafe.csv,0.57,0.6,0.38,0.72,0.78,0.69,0.72,0.58
