,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.22,0.28,0.48,0.14,0.39,0.67,0.71,0.3,0.1,0.08,0.37,0.73,0.54,0.98,0.41,0.77,0.54
dynalloy.csv,0.14,0.34,1.0,0.07,0.21,0.5,0.62,0.24,0.13,0.11,0.21,0.93,0.64,0.59,0.24,0.53,0.74
enzo.csv,0.15,0.23,0.38,0.11,0.19,0.42,0.59,0.19,0.07,0.07,0.28,0.97,0.4,0.46,0.22,0.65,0.45
hydrogen.csv,0.33,0.43,0.33,0.25,1.0,0.0,0.88,1.0,0.05,0.0,0.31,1.0,1.0,0.57,0.44,0.93,0.62
jcae.csv,0.25,0.44,0.4,1.0,0.0,0.0,1.0,0.67,0.1,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.81
kmatplot.csv,0.06,1.0,0.45,0.11,0.5,0.0,0.56,0.19,0.05,0.07,0.38,0.91,0.0,0.4,0.38,0.82,0.62
lphant.csv,0.19,0.29,0.32,0.13,0.24,0.54,0.56,0.25,0.07,0.09,0.28,0.84,1.0,0.5,0.32,0.76,0.57
natpad.csv,0.14,0.35,0.38,0.15,0.26,0.28,0.49,0.19,0.16,0.09,0.2,0.72,0.52,0.45,0.33,0.58,1.0
nosleepsoftware.csv,0.21,0.38,0.19,0.25,1.0,0.5,0.58,0.38,0.09,0.0,0.35,0.8,0.67,0.67,0.28,0.85,0.64
ossbuild.csv,0.1,0.36,0.39,0.27,1.0,0.3,0.63,0.12,1.0,0.14,0.37,0.72,0.39,0.45,0.17,0.75,0.41
quarkplayer.csv,0.06,0.3,0.5,0.11,0.57,0.0,0.75,0.43,0.0,1.0,0.12,0.8,0.75,0.7,0.23,0.8,0.35
quickfast.csv,0.12,0.17,0.37,0.09,0.29,0.37,0.53,0.18,0.06,0.06,0.25,0.93,0.25,0.52,0.18,1.0,0.61
rezilla.csv,0.17,0.2,0.37,0.06,0.27,0.95,0.46,0.15,0.09,0.1,0.23,0.75,0.33,0.48,0.23,0.57,0.5
rhex.csv,1.0,0.43,0.35,0.1,0.4,0.0,0.61,0.43,0.0,0.14,0.2,0.83,1.0,0.48,0.47,0.67,0.88
rocrail.csv,0.75,0.48,0.43,0.67,0.5,0.5,0.78,0.47,0.0,0.2,0.5,1.0,0.86,1.0,1.0,0.67,0.81
virtuoso.csv,0.0,0.2,0.33,0.09,0.14,0.23,0.57,0.23,0.14,0.06,0.98,0.77,0.46,0.47,0.4,0.56,0.39
yield.csv,0.2,0.28,0.43,0.09,0.31,0.5,0.98,0.25,0.07,0.09,0.27,0.91,0.47,0.58,0.36,0.75,0.5
